lat,lng,class,color
-7.2300045395088075,112.74647413647371,44,"[113.41593540635293, 135.4529231470588, 179.73144222141175, 0.9]"
-7.29887699694813,112.7618827184033,39,"[132.98867908941176, 148.0628919282353, 174.2869914882353, 0.9]"
-7.247255382135277,112.76394677380436,9,"[157.2124108595294, 69.65273503058822, 55.1398435157647, 0.9]"
-7.246701592506226,112.76643059437956,9,"[157.2124108595294, 69.65273503058822, 55.1398435157647, 0.9]"
-7.308207627503044,112.75692019967016,39,"[132.98867908941176, 148.0628919282353, 174.2869914882353, 0.9]"
-7.263904805556329,112.66116140761429,20,"[174.47194241999998, 123.29671447482353, 102.41555872658823, 0.9]"
-7.240640263728747,112.71081360303457,42,"[121.05683149058824, 140.91506048117648, 178.5567421122353, 0.9]"
-7.2287259235610035,112.61173362189469,14,"[168.62033037811764, 95.89491001976471, 75.25680110752941, 0.9]"
-7.291981617660465,112.71306236499355,46,"[105.64578069176471, 129.26183623058822, 179.79734049882353, 0.9]"
-7.285203380824388,112.70437924004152,56,"[65.42294316141177, 87.26106273317647, 162.1833996409412, 0.9]"
-7.309218340432406,112.71383658673122,21,"[174.4545691884706, 127.05042162917645, 106.86676697647057, 0.9]"
-7.246268988691982,112.7541220145458,37,"[139.92795591388239, 151.36581869082355, 170.3068742865882, 0.9]"
-7.253234512819962,112.68796676153652,50,"[89.03492751811764, 113.94400708517648, 176.21690704870588, 0.9]"
-7.316524995305487,112.71566000244243,21,"[174.4545691884706, 127.05042162917645, 106.86676697647057, 0.9]"
-7.222611022992099,112.75935866803219,54,"[73.72999740141177, 97.3365315727059, 168.3980500475294, 0.9]"
-7.2278947992158225,112.76547706583759,58,"[58.269314745882355, 77.96851929882352, 155.65002396705881, 0.9]"
-7.309632664349746,112.78313262760435,30,"[161.917777188, 152.55004247999997, 147.202033392, 0.9]"
-7.222586334571522,112.78700242935246,54,"[73.72999740141177, 97.3365315727059, 168.3980500475294, 0.9]"
-7.298518673350197,112.633168950928,40,"[128.49344844282354, 145.59428544070587, 176.2895673395294, 0.9]"
-7.320680568516037,112.70763726213592,16,"[171.5496480444706, 105.33795611364705, 83.76707423294118, 0.9]"
-7.308410712266335,112.683027426826,34,"[149.60668104, 154.71237501599998, 162.55982856, 0.9]"
-7.334715083466632,112.71073320411115,51,"[85.15263113788235, 109.99393877082352, 174.7140458872941, 0.9]"
-7.264606677662478,112.67203118023987,47,"[101.73268462023529, 125.89892008941176, 179.39431262117648, 0.9]"
-7.268644447510713,112.72342984103891,10,"[159.91028833341176, 75.18652514823528, 59.02162398070588, 0.9]"
-7.2521490490919565,112.66015979725607,61,"[47.948664303529405, 63.5947935162353, 144.29471750964706, 0.9]"
-7.309924657988637,112.7079845787892,16,"[171.5496480444706, 105.33795611364705, 83.76707423294118, 0.9]"
-7.314972583601,112.77324183406445,52,"[81.31294088470588, 105.87257788235293, 172.83622816588235, 0.9]"
-7.269125211343106,112.76179677746056,29,"[164.29771106470588, 150.6027409835294, 143.01218011764703, 0.9]"
-7.326264622367343,112.76991969922881,17,"[172.8882110392941, 110.92975630941176, 89.18398808894118, 0.9]"
-7.2493339381472826,112.77268419583024,9,"[157.2124108595294, 69.65273503058822, 55.1398435157647, 0.9]"
-7.315425271271554,112.7681736987599,17,"[172.8882110392941, 110.92975630941176, 89.18398808894118, 0.9]"
-7.268281005492616,112.75442436201227,29,"[164.29771106470588, 150.6027409835294, 143.01218011764703, 0.9]"
-7.291578942223571,112.71705514661123,46,"[105.64578069176471, 129.26183623058822, 179.79734049882353, 0.9]"
-7.211768695829263,112.75073701766412,27,"[168.43927854, 146.2026062230588, 134.48816524517648, 0.9]"
-7.336790356938589,112.76444801597505,17,"[172.8882110392941, 110.92975630941176, 89.18398808894118, 0.9]"
-7.262093760947892,112.7958102315312,45,"[109.53852486141177, 132.43054136823528, 179.88368855364706, 0.9]"
-7.301485521492379,112.75688876100142,48,"[96.84075882635294, 121.48228685647058, 178.5099408395294, 0.9]"
-7.3390738418071955,112.75319835751304,49,"[92.92685445741175, 117.80956990588236, 177.55333196611764, 0.9]"
-7.265510520955766,112.6650957658925,47,"[101.73268462023529, 125.89892008941176, 179.39431262117648, 0.9]"
-7.340142342818879,112.69792414559794,51,"[85.15263113788235, 109.99393877082352, 174.7140458872941, 0.9]"
-7.252755651855957,112.6249228786013,53,"[77.49123988517647, 101.67889346258823, 170.8000954524706, 0.9]"
-7.308382070927667,112.71704055457865,21,"[174.4545691884706, 127.05042162917645, 106.86676697647057, 0.9]"
-7.324630589913026,112.76458319102457,35,"[146.46466473882353, 153.77073093882353, 165.3264184517647, 0.9]"
-7.331881354972586,112.69727303032542,24,"[172.9046157162353, 137.25018333458823, 120.23343847835292, 0.9]"
-7.25013734510194,112.72854015624908,43,"[117.2516110482353, 138.26186759647058, 179.2604070232941, 0.9]"
-7.308699262176031,112.66839227232126,28,"[166.60141614, 148.59311365270588, 138.80453540611765, 0.9]"
-7.310226969173341,112.76479197990885,17,"[172.8882110392941, 110.92975630941176, 89.18398808894118, 0.9]"
-7.276662981910719,112.71857918917772,56,"[65.42294316141177, 87.26106273317647, 162.1833996409412, 0.9]"
-7.328653424359581,112.76757103629197,17,"[172.8882110392941, 110.92975630941176, 89.18398808894118, 0.9]"
-7.320319445915714,112.73752593210628,13,"[166.83893639788235, 90.9758783322353, 71.07585798847057, 0.9]"
-7.286040253209476,112.71380438138675,46,"[105.64578069176471, 129.26183623058822, 179.79734049882353, 0.9]"
-7.224786408781122,112.76657939698076,31,"[159.0636851597647, 154.09938923152941, 151.2463806317647, 0.9]"
-7.2700607678079345,112.76275620932476,29,"[164.29771106470588, 150.6027409835294, 143.01218011764703, 0.9]"
-7.310122634742205,112.74039186084738,13,"[166.83893639788235, 90.9758783322353, 71.07585798847057, 0.9]"
-7.324157752274753,112.70990909199976,16,"[171.5496480444706, 105.33795611364705, 83.76707423294118, 0.9]"
-7.245511024738866,112.73558473240334,2,"[131.25526773035293, 15.602208632470589, 30.103272612705883, 0.9]"
-7.2640267341865075,112.73728006268308,4,"[139.3806330275294, 35.956668248470585, 36.45621979835294, 0.9]"
-7.190947986594789,112.62254541954792,63,"[41.365026, 53.76923388, 135.66296754, 0.9]"
-7.221903018713068,112.74219641410713,38,"[136.53698862352942, 149.90158693058822, 172.51341385058822, 0.9]"
-7.224337668873706,112.76486129982165,31,"[159.0636851597647, 154.09938923152941, 151.2463806317647, 0.9]"
-7.3278992474494355,112.69528896521528,24,"[172.9046157162353, 137.25018333458823, 120.23343847835292, 0.9]"
-7.302813735615349,112.74962683461113,48,"[96.84075882635294, 121.48228685647058, 178.5099408395294, 0.9]"
-7.312781641164948,112.77239134602556,30,"[161.917777188, 152.55004247999997, 147.202033392, 0.9]"
-7.335300777929731,112.74772604787123,49,"[92.92685445741175, 117.80956990588236, 177.55333196611764, 0.9]"
-7.314462592697778,112.67642572318428,28,"[166.60141614, 148.59311365270588, 138.80453540611765, 0.9]"
-7.2299643442370165,112.7950932209754,18,"[173.68404986470588, 115.22863405058821, 93.56500776705883, 0.9]"
-7.257519451115892,112.7351500849542,4,"[139.3806330275294, 35.956668248470585, 36.45621979835294, 0.9]"
-7.304474263634717,112.64082405488924,40,"[128.49344844282354, 145.59428544070587, 176.2895673395294, 0.9]"
-7.253842989069834,112.6356714800371,53,"[77.49123988517647, 101.67889346258823, 170.8000954524706, 0.9]"
-7.300883181393583,112.73344819848973,55,"[69.99333695152941, 92.9337184037647, 165.84722695482355, 0.9]"
-7.248579290694447,112.611411281038,14,"[168.62033037811764, 95.89491001976471, 75.25680110752941, 0.9]"
-7.251614930050264,112.74717996010287,1,"[127.02116844, 2.8001088, 27.04190616, 0.9]"
-7.274359485930757,112.75560001847376,29,"[164.29771106470588, 150.6027409835294, 143.01218011764703, 0.9]"
-7.307640393831576,112.66721125103581,28,"[166.60141614, 148.59311365270588, 138.80453540611765, 0.9]"
-7.281071092604519,112.71121143809532,56,"[65.42294316141177, 87.26106273317647, 162.1833996409412, 0.9]"
-7.331976351412887,112.74724704715716,49,"[92.92685445741175, 117.80956990588236, 177.55333196611764, 0.9]"
-7.24628386434999,112.75476356171153,41,"[124.79783126823529, 143.3365437070588, 177.53540049529414, 0.9]"
-7.307948425124046,112.70859394535091,21,"[174.4545691884706, 127.05042162917645, 106.86676697647057, 0.9]"
-7.264045801170648,112.78072913196439,45,"[109.53852486141177, 132.43054136823528, 179.88368855364706, 0.9]"
-7.21603480385808,112.76840996104411,31,"[159.0636851597647, 154.09938923152941, 151.2463806317647, 0.9]"
-7.347365188796076,112.72387695957899,36,"[143.29149657458825, 152.76477704188235, 168.02486429505882, 0.9]"
-7.22242169907669,112.74813876150013,11,"[162.47860728635294, 80.62897448894117, 62.94984723741176, 0.9]"
-7.264000994477741,112.65055734474407,20,"[174.47194241999998, 123.29671447482353, 102.41555872658823, 0.9]"
-7.221661216380714,112.78393982010022,54,"[73.72999740141177, 97.3365315727059, 168.3980500475294, 0.9]"
-7.329258345528789,112.69869948470593,24,"[172.9046157162353, 137.25018333458823, 120.23343847835292, 0.9]"
-7.220332888528214,112.74344874220094,11,"[162.47860728635294, 80.62897448894117, 62.94984723741176, 0.9]"
-7.239802552360043,112.74316314113926,41,"[124.79783126823529, 143.3365437070588, 177.53540049529414, 0.9]"
-7.3004805310219645,112.64642129342676,40,"[128.49344844282354, 145.59428544070587, 176.2895673395294, 0.9]"
-7.334883036511649,112.67820204906752,59,"[54.751371660705885, 73.25007891105882, 152.14729080564706, 0.9]"
-7.253193072426005,112.76539657144062,9,"[157.2124108595294, 69.65273503058822, 55.1398435157647, 0.9]"
-7.300036503370879,112.7648303795512,52,"[81.31294088470588, 105.87257788235293, 172.83622816588235, 0.9]"
-7.3025783315551225,112.6667292148466,28,"[166.60141614, 148.59311365270588, 138.80453540611765, 0.9]"
-7.324505237002215,112.7670065852192,17,"[172.8882110392941, 110.92975630941176, 89.18398808894118, 0.9]"
-7.318072662735169,112.7248556095542,36,"[143.29149657458825, 152.76477704188235, 168.02486429505882, 0.9]"
-7.246700437964521,112.74368576608673,8,"[153.42806430141175, 62.36855036894117, 50.462364365647055, 0.9]"
-7.2916504034649785,112.64881019072573,28,"[166.60141614, 148.59311365270588, 138.80453540611765, 0.9]"
-7.31885943293612,112.7100909952852,36,"[143.29149657458825, 152.76477704188235, 168.02486429505882, 0.9]"
-7.258409300231682,112.66701748874362,26,"[170.1972538037647, 143.749033296, 130.15897511364707, 0.9]"
-7.24469745914187,112.63899170998049,53,"[77.49123988517647, 101.67889346258823, 170.8000954524706, 0.9]"
-7.295432859713057,112.77442558043846,52,"[81.31294088470588, 105.87257788235293, 172.83622816588235, 0.9]"
-7.237804189214121,112.77871011912308,18,"[173.68404986470588, 115.22863405058821, 93.56500776705883, 0.9]"
-7.278496351242143,112.71640039555456,56,"[65.42294316141177, 87.26106273317647, 162.1833996409412, 0.9]"
-7.232434574545463,112.73761101885206,38,"[136.53698862352942, 149.90158693058822, 172.51341385058822, 0.9]"
-7.264666303534643,112.6497595660719,20,"[174.47194241999998, 123.29671447482353, 102.41555872658823, 0.9]"
-7.247766004772402,112.7202429597732,42,"[121.05683149058824, 140.91506048117648, 178.5567421122353, 0.9]"
-7.330378911512523,112.70609839016676,16,"[171.5496480444706, 105.33795611364705, 83.76707423294118, 0.9]"
-7.30416254951591,112.67310921096396,59,"[54.751371660705885, 73.25007891105882, 152.14729080564706, 0.9]"
-7.281245679938428,112.73581495649323,10,"[159.91028833341176, 75.18652514823528, 59.02162398070588, 0.9]"
-7.335059156001608,112.77280618000692,35,"[146.46466473882353, 153.77073093882353, 165.3264184517647, 0.9]"
-7.221412753303107,112.7762492149424,60,"[51.34909995529412, 68.42329607435295, 148.22433922447058, 0.9]"
-7.340848289958028,112.74304143718989,49,"[92.92685445741175, 117.80956990588236, 177.55333196611764, 0.9]"
-7.28979720941787,112.71131675929979,46,"[105.64578069176471, 129.26183623058822, 179.79734049882353, 0.9]"
-7.240113964981076,112.6139035861908,14,"[168.62033037811764, 95.89491001976471, 75.25680110752941, 0.9]"
-7.310029940091282,112.80145376680971,52,"[81.31294088470588, 105.87257788235293, 172.83622816588235, 0.9]"
-7.339480535516808,112.72189092851578,22,"[174.21729269717648, 130.65244345694117, 111.32806226117647, 0.9]"
-7.239793538059323,112.71090288728978,42,"[121.05683149058824, 140.91506048117648, 178.5567421122353, 0.9]"
-7.3106194038699295,112.79549029578008,30,"[161.917777188, 152.55004247999997, 147.202033392, 0.9]"
-7.2521759781685695,112.72490870971319,43,"[117.2516110482353, 138.26186759647058, 179.2604070232941, 0.9]"
-7.2800614036388005,112.78411920185222,19,"[174.18796674, 119.3351422432941, 97.97817345035293, 0.9]"
-7.282273856266057,112.65241678342646,20,"[174.47194241999998, 123.29671447482353, 102.41555872658823, 0.9]"
-7.321685866415223,112.75115773610321,17,"[172.8882110392941, 110.92975630941176, 89.18398808894118, 0.9]"
-7.222816565798137,112.7484080191046,11,"[162.47860728635294, 80.62897448894117, 62.94984723741176, 0.9]"
-7.228793122541781,112.72816916093358,5,"[143.2687571075294, 43.53215136141176, 39.749354844, 0.9]"
-7.324239428634853,112.69801329896116,16,"[171.5496480444706, 105.33795611364705, 83.76707423294118, 0.9]"
-7.225033914864112,112.76730632919883,31,"[159.0636851597647, 154.09938923152941, 151.2463806317647, 0.9]"
-7.322159555067048,112.7455417579872,13,"[166.83893639788235, 90.9758783322353, 71.07585798847057, 0.9]"
-7.309217777097732,112.6447849877112,40,"[128.49344844282354, 145.59428544070587, 176.2895673395294, 0.9]"
-7.2080111732126015,112.75976381049931,27,"[168.43927854, 146.2026062230588, 134.48816524517648, 0.9]"
-7.310090537628575,112.6449118137453,40,"[128.49344844282354, 145.59428544070587, 176.2895673395294, 0.9]"
-7.308144863876188,112.78195263087052,30,"[161.917777188, 152.55004247999997, 147.202033392, 0.9]"
-7.241416374137612,112.78351470823736,54,"[73.72999740141177, 97.3365315727059, 168.3980500475294, 0.9]"
-7.337599271621864,112.74040422190544,49,"[92.92685445741175, 117.80956990588236, 177.55333196611764, 0.9]"
-7.306143871874744,112.80073310021628,30,"[161.917777188, 152.55004247999997, 147.202033392, 0.9]"
-7.3276367458753455,112.73910164193168,13,"[166.83893639788235, 90.9758783322353, 71.07585798847057, 0.9]"
-7.2495768215519325,112.63289394591078,53,"[77.49123988517647, 101.67889346258823, 170.8000954524706, 0.9]"
-7.251975387725624,112.76265312181015,9,"[157.2124108595294, 69.65273503058822, 55.1398435157647, 0.9]"
-7.2269102178377915,112.74942674342377,44,"[113.41593540635293, 135.4529231470588, 179.73144222141175, 0.9]"
-7.245495160715278,112.76668731818322,9,"[157.2124108595294, 69.65273503058822, 55.1398435157647, 0.9]"
-7.2689413672469865,112.76171381637829,29,"[164.29771106470588, 150.6027409835294, 143.01218011764703, 0.9]"
-7.217222597911947,112.77279222134018,31,"[159.0636851597647, 154.09938923152941, 151.2463806317647, 0.9]"
-7.271687904818772,112.73544608362442,10,"[159.91028833341176, 75.18652514823528, 59.02162398070588, 0.9]"
-7.267992271634236,112.6816656014486,47,"[101.73268462023529, 125.89892008941176, 179.39431262117648, 0.9]"
-7.257711798623554,112.74308813547987,4,"[139.3806330275294, 35.956668248470585, 36.45621979835294, 0.9]"
-7.328570632038997,112.72839823563524,36,"[143.29149657458825, 152.76477704188235, 168.02486429505882, 0.9]"
-7.238650129153963,112.75400286008659,8,"[153.42806430141175, 62.36855036894117, 50.462364365647055, 0.9]"
-7.220356819285841,112.76237300911163,31,"[159.0636851597647, 154.09938923152941, 151.2463806317647, 0.9]"
-7.325804666903043,112.6951182166245,16,"[171.5496480444706, 105.33795611364705, 83.76707423294118, 0.9]"
-7.256778817644937,112.6477450349552,20,"[174.47194241999998, 123.29671447482353, 102.41555872658823, 0.9]"
-7.3156049360309146,112.73218067763806,32,"[155.4105296322353, 155.7150832475294, 156.17409916729412, 0.9]"
-7.2519179908005675,112.72378185769787,42,"[121.05683149058824, 140.91506048117648, 178.5567421122353, 0.9]"
-7.331876109221466,112.6975912200875,24,"[172.9046157162353, 137.25018333458823, 120.23343847835292, 0.9]"
-7.334269329559442,112.73386373090948,57,"[61.789954218352946, 82.68365425129412, 159.1419458922353, 0.9]"
-7.240270657845776,112.71592530734637,42,"[121.05683149058824, 140.91506048117648, 178.5567421122353, 0.9]"
-7.264287843913157,112.72125878285021,25,"[171.49692918070588, 140.93366356800001, 125.75623883505882, 0.9]"
-7.271596264283586,112.6542542742703,20,"[174.47194241999998, 123.29671447482353, 102.41555872658823, 0.9]"
-7.286304694508325,112.77458201214168,19,"[174.18796674, 119.3351422432941, 97.97817345035293, 0.9]"
-7.340880165616298,112.73203736671489,55,"[69.99333695152941, 92.9337184037647, 165.84722695482355, 0.9]"
-7.328532648042067,112.7758785944828,23,"[173.67036448235294, 134.03046142588235, 115.7829975635294, 0.9]"
-7.328697289322572,112.75700540959082,17,"[172.8882110392941, 110.92975630941176, 89.18398808894118, 0.9]"
-7.320563401717153,112.7519679401626,17,"[172.8882110392941, 110.92975630941176, 89.18398808894118, 0.9]"
-7.253426691410643,112.6401424638487,53,"[77.49123988517647, 101.67889346258823, 170.8000954524706, 0.9]"
-7.329359052117863,112.74732661423359,49,"[92.92685445741175, 117.80956990588236, 177.55333196611764, 0.9]"
-7.249583784876982,112.63763907661593,53,"[77.49123988517647, 101.67889346258823, 170.8000954524706, 0.9]"
-7.287614515089353,112.6842099107666,33,"[152.52568301011766, 155.2450468277647, 159.39728466564705, 0.9]"
-7.336742859112853,112.72316092352374,22,"[174.21729269717648, 130.65244345694117, 111.32806226117647, 0.9]"
-7.248171180196563,112.63790736464142,53,"[77.49123988517647, 101.67889346258823, 170.8000954524706, 0.9]"
-7.328654169523118,112.74292489456666,13,"[166.83893639788235, 90.9758783322353, 71.07585798847057, 0.9]"
-7.243250239095281,112.7355299113538,38,"[136.53698862352942, 149.90158693058822, 172.51341385058822, 0.9]"
-7.285590041048522,112.76771321677992,19,"[174.18796674, 119.3351422432941, 97.97817345035293, 0.9]"
-7.246722220570713,112.7395171364621,4,"[139.3806330275294, 35.956668248470585, 36.45621979835294, 0.9]"
-7.308176535696331,112.71300821542923,21,"[174.4545691884706, 127.05042162917645, 106.86676697647057, 0.9]"
-7.243558894469684,112.7558045864483,37,"[139.92795591388239, 151.36581869082355, 170.3068742865882, 0.9]"
-7.250614762524268,112.73301214986016,2,"[131.25526773035293, 15.602208632470589, 30.103272612705883, 0.9]"
-7.3011631580684995,112.77293489668206,19,"[174.18796674, 119.3351422432941, 97.97817345035293, 0.9]"
-7.246315592044095,112.74825269200016,8,"[153.42806430141175, 62.36855036894117, 50.462364365647055, 0.9]"
-7.3125691344317625,112.68901216367884,59,"[54.751371660705885, 73.25007891105882, 152.14729080564706, 0.9]"
-7.22727177996395,112.73313648555836,38,"[136.53698862352942, 149.90158693058822, 172.51341385058822, 0.9]"
-7.261576835927088,112.66690918795632,47,"[101.73268462023529, 125.89892008941176, 179.39431262117648, 0.9]"
-7.315648365827088,112.65096130727318,40,"[128.49344844282354, 145.59428544070587, 176.2895673395294, 0.9]"
-7.245475393600911,112.74945725193164,37,"[139.92795591388239, 151.36581869082355, 170.3068742865882, 0.9]"
-7.254663001610314,112.69395958456649,50,"[89.03492751811764, 113.94400708517648, 176.21690704870588, 0.9]"
-7.312352708224307,112.68264158183563,34,"[149.60668104, 154.71237501599998, 162.55982856, 0.9]"
-7.269769117155277,112.78460581752924,45,"[109.53852486141177, 132.43054136823528, 179.88368855364706, 0.9]"
-7.3423348930564,112.73078421823072,57,"[61.789954218352946, 82.68365425129412, 159.1419458922353, 0.9]"
-7.2761870263882695,112.73062367092972,10,"[159.91028833341176, 75.18652514823528, 59.02162398070588, 0.9]"
-7.220213616061878,112.7723521043656,31,"[159.0636851597647, 154.09938923152941, 151.2463806317647, 0.9]"
-7.2728477139534995,112.75068288780649,6,"[146.7915095894118, 50.000577691764704, 43.25284182, 0.9]"
-7.2664219422659535,112.75119296468037,29,"[164.29771106470588, 150.6027409835294, 143.01218011764703, 0.9]"
-7.306144914098534,112.6345467776849,40,"[128.49344844282354, 145.59428544070587, 176.2895673395294, 0.9]"
-7.273615284071799,112.7269282697217,10,"[159.91028833341176, 75.18652514823528, 59.02162398070588, 0.9]"
-7.287418053648009,112.70268913953615,46,"[105.64578069176471, 129.26183623058822, 179.79734049882353, 0.9]"
-7.259489009233202,112.71329695343357,25,"[171.49692918070588, 140.93366356800001, 125.75623883505882, 0.9]"
-7.313215751060302,112.75293090477226,39,"[132.98867908941176, 148.0628919282353, 174.2869914882353, 0.9]"
-7.278619169479164,112.65341984305559,20,"[174.47194241999998, 123.29671447482353, 102.41555872658823, 0.9]"
-7.323654527081048,112.69926260909513,24,"[172.9046157162353, 137.25018333458823, 120.23343847835292, 0.9]"
-7.29527625822287,112.71192321454365,46,"[105.64578069176471, 129.26183623058822, 179.79734049882353, 0.9]"
-7.30810306360604,112.7119646872622,21,"[174.4545691884706, 127.05042162917645, 106.86676697647057, 0.9]"
-7.316528452584379,112.65313360456068,28,"[166.60141614, 148.59311365270588, 138.80453540611765, 0.9]"
-7.277357857226307,112.6524946925665,20,"[174.47194241999998, 123.29671447482353, 102.41555872658823, 0.9]"
-7.276540701182087,112.71689009805773,56,"[65.42294316141177, 87.26106273317647, 162.1833996409412, 0.9]"
-7.2518929536158865,112.76376792944045,9,"[157.2124108595294, 69.65273503058822, 55.1398435157647, 0.9]"
-7.31298513134658,112.73755108142237,13,"[166.83893639788235, 90.9758783322353, 71.07585798847057, 0.9]"
-7.275462929252652,112.70060146678793,33,"[152.52568301011766, 155.2450468277647, 159.39728466564705, 0.9]"
-7.3542913005340145,112.67096835251196,51,"[85.15263113788235, 109.99393877082352, 174.7140458872941, 0.9]"
-7.314520324468258,112.69299010225559,34,"[149.60668104, 154.71237501599998, 162.55982856, 0.9]"
-7.307114170554277,112.75842427204792,48,"[96.84075882635294, 121.48228685647058, 178.5099408395294, 0.9]"
-7.267071015865523,112.6538548887659,20,"[174.47194241999998, 123.29671447482353, 102.41555872658823, 0.9]"
-7.3009284922119155,112.65582653913185,28,"[166.60141614, 148.59311365270588, 138.80453540611765, 0.9]"
-7.216928712814004,112.72781059821784,7,"[150.30489679835293, 56.45597623623529, 46.76096731341176, 0.9]"
-7.325297344200663,112.69696414769058,24,"[172.9046157162353, 137.25018333458823, 120.23343847835292, 0.9]"
-7.349851424652617,112.66991230727244,51,"[85.15263113788235, 109.99393877082352, 174.7140458872941, 0.9]"
-7.252215432993253,112.79835798176576,18,"[173.68404986470588, 115.22863405058821, 93.56500776705883, 0.9]"
-7.323232437422005,112.75702339794596,17,"[172.8882110392941, 110.92975630941176, 89.18398808894118, 0.9]"
-7.23570110673672,112.77796059364799,54,"[73.72999740141177, 97.3365315727059, 168.3980500475294, 0.9]"
-7.3446670875310565,112.69555864607773,51,"[85.15263113788235, 109.99393877082352, 174.7140458872941, 0.9]"
-7.307400316595662,112.76595436803257,39,"[132.98867908941176, 148.0628919282353, 174.2869914882353, 0.9]"
-7.2955056845909665,112.77769608530315,19,"[174.18796674, 119.3351422432941, 97.97817345035293, 0.9]"
-7.239009593384192,112.72610208830947,5,"[143.2687571075294, 43.53215136141176, 39.749354844, 0.9]"
-7.2923312453456095,112.73943463350143,12,"[164.72828230941175, 85.8467748917647, 66.99229465764705, 0.9]"
-7.311876469244036,112.7723082227785,17,"[172.8882110392941, 110.92975630941176, 89.18398808894118, 0.9]"
-7.232036792908483,112.73676820793548,5,"[143.2687571075294, 43.53215136141176, 39.749354844, 0.9]"
-7.292263897183544,112.7464154370442,12,"[164.72828230941175, 85.8467748917647, 66.99229465764705, 0.9]"
-7.343342146744157,112.80114966429306,62,"[44.656419204705884, 58.68234419717648, 139.9803572435294, 0.9]"
-7.311957740405762,112.69715311075016,34,"[149.60668104, 154.71237501599998, 162.55982856, 0.9]"
-7.2731732069891395,112.73721593516468,10,"[159.91028833341176, 75.18652514823528, 59.02162398070588, 0.9]"
-7.230645791189036,112.76530546535999,58,"[58.269314745882355, 77.96851929882352, 155.65002396705881, 0.9]"
-7.29684404870017,112.62798618552212,40,"[128.49344844282354, 145.59428544070587, 176.2895673395294, 0.9]"
-7.220743065896978,112.77303571450688,60,"[51.34909995529412, 68.42329607435295, 148.22433922447058, 0.9]"
-7.281518978959519,112.67926117490092,33,"[152.52568301011766, 155.2450468277647, 159.39728466564705, 0.9]"
-7.259219547474821,112.79099871294784,45,"[109.53852486141177, 132.43054136823528, 179.88368855364706, 0.9]"
-7.309751964166675,112.74394370428033,32,"[155.4105296322353, 155.7150832475294, 156.17409916729412, 0.9]"
-7.308946965871483,112.69563860569582,59,"[54.751371660705885, 73.25007891105882, 152.14729080564706, 0.9]"
-7.339510335594476,112.7316724613858,57,"[61.789954218352946, 82.68365425129412, 159.1419458922353, 0.9]"
-7.266840047401082,112.73712274908294,4,"[139.3806330275294, 35.956668248470585, 36.45621979835294, 0.9]"
-7.297948456591658,112.7572170058518,48,"[96.84075882635294, 121.48228685647058, 178.5099408395294, 0.9]"
-7.300049309200988,112.74169022021105,12,"[164.72828230941175, 85.8467748917647, 66.99229465764705, 0.9]"
-7.334656660002079,112.72864079770069,36,"[143.29149657458825, 152.76477704188235, 168.02486429505882, 0.9]"
-7.2482721724935235,112.63483015278963,53,"[77.49123988517647, 101.67889346258823, 170.8000954524706, 0.9]"
-7.249891315182109,112.72533144618302,43,"[117.2516110482353, 138.26186759647058, 179.2604070232941, 0.9]"
-7.264443338019472,112.73492283487144,4,"[139.3806330275294, 35.956668248470585, 36.45621979835294, 0.9]"
-7.231353916182335,112.74042796322728,44,"[113.41593540635293, 135.4529231470588, 179.73144222141175, 0.9]"
-7.270741587365029,112.6585799299164,20,"[174.47194241999998, 123.29671447482353, 102.41555872658823, 0.9]"
-7.352615076896742,112.6687247714502,51,"[85.15263113788235, 109.99393877082352, 174.7140458872941, 0.9]"
-7.265336763466352,112.77605012124864,45,"[109.53852486141177, 132.43054136823528, 179.88368855364706, 0.9]"
-7.322691756355418,112.67820527034412,34,"[149.60668104, 154.71237501599998, 162.55982856, 0.9]"
-7.255537726666062,112.71099669894316,42,"[121.05683149058824, 140.91506048117648, 178.5567421122353, 0.9]"
-7.275242080435832,112.73616898328777,10,"[159.91028833341176, 75.18652514823528, 59.02162398070588, 0.9]"
-7.258754811396593,112.70749163921144,25,"[171.49692918070588, 140.93366356800001, 125.75623883505882, 0.9]"
-7.2747164585806265,112.73307045356327,10,"[159.91028833341176, 75.18652514823528, 59.02162398070588, 0.9]"
-7.239448162671688,112.76875041712546,9,"[157.2124108595294, 69.65273503058822, 55.1398435157647, 0.9]"
-7.30496083572395,112.66727311549556,28,"[166.60141614, 148.59311365270588, 138.80453540611765, 0.9]"
-7.29579808237869,112.7806540216996,19,"[174.18796674, 119.3351422432941, 97.97817345035293, 0.9]"
-7.274139726785264,112.7148189921557,56,"[65.42294316141177, 87.26106273317647, 162.1833996409412, 0.9]"
-7.333180286318457,112.7044529381036,24,"[172.9046157162353, 137.25018333458823, 120.23343847835292, 0.9]"
-7.3074326685472535,112.7306785761277,32,"[155.4105296322353, 155.7150832475294, 156.17409916729412, 0.9]"
-7.331851144352883,112.79319349663058,62,"[44.656419204705884, 58.68234419717648, 139.9803572435294, 0.9]"
-7.253941152659829,112.63797687409338,53,"[77.49123988517647, 101.67889346258823, 170.8000954524706, 0.9]"
-7.289446561703647,112.77276626561606,19,"[174.18796674, 119.3351422432941, 97.97817345035293, 0.9]"
-7.3135452440790925,112.77251920428078,23,"[173.67036448235294, 134.03046142588235, 115.7829975635294, 0.9]"
-7.244070454243213,112.61165359839177,14,"[168.62033037811764, 95.89491001976471, 75.25680110752941, 0.9]"
